1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,1.000000000000000021e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
1.200000000000000025e-02,2.000000000000000042e-02,3.000000000000000000e+00
