6.242383945219428520e-01,3.343853075159048394e-01,1.791199241567571210e-01,9.594903397002982337e-02,5.139694628122499359e-02,2.753176324693647897e-02,1.474791874478064910e-02,7.900006452614488639e-03,4.231790466938780207e-03,2.266839991016376260e-03,1.214276459341876845e-03,6.504505503499349037e-04,3.484263531550637195e-04,1.866412804288119847e-04,9.997799318182879326e-05,5.355513580758074178e-05,2.868783899424893769e-05,1.536719296384372275e-05,8.231732604026006879e-06,6.134396979114218329e-01,3.286007778897748199e-01,1.760213295575741577e-01,9.428921215034120895e-02,5.050783078549641453e-02,2.705549142343858723e-02,1.449279457818166902e-02,7.763344283719421368e-03,4.158584746539663313e-03,2.227625938272428507e-03,1.193270697439370543e-03,6.391984097975188369e-04,3.423989275563658050e-04,1.834125739281593768e-04,9.824847441852662473e-05,5.262868580290870261e-05,2.819156822265114019e-05,1.510135597587862306e-05,7.024991485511413725e-01,3.763071862919150634e-01,2.015761851768695934e-01,1.079781622850517764e-01,5.784058032563089286e-02,3.098341981014533786e-02,1.659686499905868931e-02,8.890430090831459922e-03,4.762329946314814745e-03,2.551033671695606981e-03,1.366510272804723940e-03
2.166761568422528317e-01,1.744656226268095633e-01,1.404780937697743537e-01,1.131116522101417443e-01,9.107644845093210151e-02,7.333390769524592012e-02,5.904777919345634979e-02,4.754472163366262050e-02,3.828256686532547498e-02,3.082476614523857114e-02,2.481981449287982283e-02,1.998468337305205414e-02,1.609148084631001688e-02,1.295671044637709303e-02,1.043262252832084097e-02,8.437034818699777894e-01,6.793421824627299266e-01,5.469999956031320609e-01,4.404392998314096141e-01,3.546376204666858989e-01,2.855509076924203637e-01,2.299229302764422000e-01,1.851318011702784150e-01,1.490664013517192799e-01,1.200268774542622569e-01,9.664452338544587962e-02,7.781726975242839184e-02,6.265774054853621988e-02,5.045142888124987124e-02,9.071649508445611687e-01,7.304407659839583511e-01,5.881440989475047454e-01,4.735681484874422198e-01,3.813126607291544845e-01,3.070294015692291989e-01,2.472172134219186024e-01,1.990569968209310869e-01,1.602788391427402426e-01,1.290550278926098360e-01,1.039139059993415548e-01,8.367050890125246609e-02,6.737071417408682650e-02,5.424627133179254351e-02,9.426274875370965756e-01,7.589948701094695327e-01,6.111355975388098605e-01,4.920806889317319577e-01,3.962187858057977796e-01
8.194861202201436656e-01,3.611131488468459216e-01,1.591274129634476509e-01,7.012077415984341311e-02,3.089928301608979230e-02,1.361601754042224451e-02,6.000007623625034335e-03,2.643951608954973539e-03,1.165078538062280442e-03,5.134012268817048563e-04,2.262343791878771045e-04,9.969199847338374419e-05,4.393008080952927606e-05,4.774199780175216734e-01,2.103789525294041951e-01,9.270517721347837359e-02,4.085128183619619879e-02,1.800144585040178505e-02,7.932481874236372438e-03,3.495511927653530138e-03,1.540325440396210326e-03,6.787567919770945597e-04,2.990996386689103370e-04,1.318006610162828667e-04,5.807902116377510940e-05,5.172324299118272739e-01,2.279226296120668294e-01,1.004359395990214870e-01,4.425790444901150922e-02,1.950260149940307233e-02,8.593978182647865963e-03,3.787005595437515672e-03,1.668774469177948050e-03,7.353588894442630083e-04,3.240418080887099437e-04,1.427916285458316701e-04,6.292227939053130457e-05,5.603598697002973861e-01,2.469270827680684621e-01,1.088104047082445319e-01,4.794817984341009920e-02,2.112875102762854645e-02,9.310554049089101239e-03,4.102770513394563348e-03,1.807918819527900558e-03,7.966739663678623802e-04,3.510607898058370948e-04,1.546977601150717962e-04
6.157697916573108277e-01,4.983704167896857662e+00,7.245759689689368344e+00,8.372215632860898538e+00,8.887198004501421167e+00,1.006687657222947152e+01,1.005717653878783935e+01,9.955001901853085755e+00,9.804904540471785168e+00,9.630909793007221609e+00,1.043213493080192933e+01,1.022247121247907131e+01,1.001294336700742882e+01,9.805509173732616546e+00,9.601183874896644710e+00,1.037981618592966448e+01,1.016240242442557218e+01,9.949355300194600460e+00,9.740673383826973009e+00,1.052971316754921283e+01,1.030876312145406537e+01,1.009243342762480111e+01,9.880634802674585160e+00,9.673276304254313729e+00,1.045677808041590140e+01,1.023732404297406440e+01,1.002247490395597573e+01,9.812134374204124043e+00,9.606208022825786230e+00,1.038427388785023631e+01,1.016633989562011742e+01,9.952979634288196209e+00,9.744097131533862921e+00,1.053333132035753650e+01,1.031226899925313667e+01,1.009584609544540257e+01,9.883965243175934390e+00,9.676531119458029906e+00,1.046029270840977610e+01,1.024076323757031304e+01,1.002584101707520681e+01,9.815429354929991135e+00,9.609433588379376445e+00,1.038776053621556805e+01,1.016975329298837138e+01,9.956321353347593828e+00,9.747368695702464336e+00,1.053686785361869127e+01
5.049773418142631254e-01,3.047635465600468385e-01,1.839306670239087838e-01,1.110056982001765558e-01,6.699407571499174652e-02,4.043221432482199673e-02,2.440161966205794952e-02,1.472684719536084159e-02,8.887935773080418711e-03,5.364040331136676713e-03,3.237301597206369581e-03,1.953773831721752462e-03,1.179140117440641376e-03,7.116337592323429377e-04,4.294846725920597888e-04,2.592022674563486699e-04,1.564335580336950564e-04,9.441066360734137243e-05,5.697865288507123773e-05,3.438771385084289975e-05,6.373676518584278083e-01,3.846636471750248809e-01,2.321519158158630303e-01,1.401081501014655173e-01,8.455796565738893378e-02,5.103236000859436017e-02,3.079901163420681320e-02,1.858779639985797330e-02,1.121809294097080023e-02,6.770335037305475270e-03,4.086027523444584440e-03,2.465996266115564294e-03,1.488276216839922936e-03,8.982033460660378927e-04,5.420830096964459645e-04,3.271575314082077602e-04,1.974458679622665986e-04,1.191623821330579122e-04,7.191679148402642472e-05,6.731140114559484022e-01,4.062372633068119798e-01,2.451720084418541334e-01,1.479660266370366184e-01,8.930034541012732419e-02,5.389447747981885445e-02,3.252635462363282631e-02,1.963028114519677070e-02,1.184725255253423967e-02
8.542323781531856453e-01,3.635696486238220726e-01,1.547387956497542905e-01,6.585834370324701592e-02,2.802995471899875912e-02,1.192982266741070448e-02,5.077449118367677143e-03,2.161011967096422917e-03,9.197478129402262594e-04,3.914536579568069245e-04,1.666065025345415918e-04,7.090935573746755434e-05,3.017971480471043447e-05,1.284478156966801993e-05,5.466864569135432762e-06,2.326750988731739042e-06,9.902879603290238276e-07,4.214762340800207743e-07,1.793844043456353906e-07,7.634775562773266402e-08,3.249435094792736815e-08,1.382991333334655481e-08,5.886146275529080062e-09,7.495396043248844231e-01,3.190113809115871502e-01,1.357743614398883025e-01,5.778689516258522785e-02,2.459466733717650261e-02,1.046773078436690103e-02,4.455168523802518522e-03,1.896163264451126117e-03,8.070256167066878388e-04,3.434779895967111809e-04,1.461875892104143066e-04,6.221886667103465444e-05,2.648095772518706647e-05,1.127055440837206254e-05,4.796858104239047347e-06,2.041589689244698332e-06,8.689205243629941394e-07,3.698210671991519164e-07,1.573994604910320337e-07,6.699074866258650022e-08,2.851191733677853709e-08,1.213495066779725819e-08,5.164753600064666794e-09,5.618096168941786317e-01,2.391116635607929697e-01
8.128002816650992113e-01,3.605696499094290242e-01,1.599537738464722192e-01,7.095774637203963731e-02,3.147785543985618523e-02,1.396401990978285608e-02,6.194635858004405790e-03,2.748027692683994473e-03,1.219063779188931307e-03,5.407938579683349654e-04,2.399037702611869153e-04,1.064246905498366421e-04,4.721149128376549929e-05,2.094368231395795743e-05,9.290912380453200607e-06,4.121579556414954257e-06,8.368151254908291481e-01,3.712229727812349500e-01,1.646797378808226575e-01,7.305425056352365942e-02,3.240789421987290420e-02,1.437659820838511730e-02,6.377661400739805669e-03,2.829220400606527030e-03,1.255082007690097720e-03,5.567720513006732107e-04,2.469919218108193614e-04,1.095690943848357565e-04,4.860639310101976852e-05,2.156248040157062002e-05,9.565419925354685834e-06,4.243354968647658350e-06,7.002583766155585643e-01,3.106444761376844221e-01,1.378062637697439752e-01,6.113279904503826634e-02,2.711937046145761546e-02,1.203053460195639864e-02,5.336914550231451441e-03,2.367530443064461924e-03,1.050269841512438450e-03,4.659144904437994487e-04,2.066862284581125143e-04,9.168892127297338895e-05,4.067449653959534663e-05,1.804377939864820377e-05,8.004474613967042587e-06,3.550897648994918234e-06
8.693969316312203377e-01,3.644549163887145227e-01,1.527810615005108508e-01,6.404647517040785998e-02,2.684855663042997817e-02,1.125502990163720560e-02,4.718156727396445420e-03,1.977871502681495357e-03,8.291322029224421986e-04,3.475757697054631897e-04,1.457052509364971285e-04,6.108026508423760573e-05,2.560510866136686759e-05,1.073377118871729516e-05,4.499642842975816111e-06,1.886269546683248231e-06,7.907322707398601609e-07,3.314783537108187289e-07,1.389571452244206528e-07,5.825143027519062316e-08,8.194522437190568942e-01,3.435178893590296600e-01,1.440041701199362700e-01,6.036716472212001056e-02,2.530617393616062596e-02,1.060845647190973920e-02,4.447110377108147439e-03,1.864247712054073990e-03,7.815006233685684294e-04,3.276084076040139750e-04,1.373348472458229750e-04,5.757135601608546945e-05,2.413415895528779847e-05,1.011714277350631154e-05,4.241149570993632293e-06,1.777908060232461595e-06,7.453066716293605567e-07,3.124357480569642280e-07,1.309744033962695395e-07,5.490503071972763143e-08,6.715019627318045137e-01,2.814964980645776049e-01,1.180045373214627796e-01,4.946800732582463250e-02,2.073720048680502068e-02,8.693123238167097672e-03,3.644194484305916457e-03,1.527661931805964022e-03
9.178122679623539337e-01,3.665667381346431331e-01,1.464037670851699446e-01,8.848396607808045600e-01,3.533977476076705093e-01,1.411441796177725361e-01,7.392545668942333004e-01,2.952522478689210139e-01,1.179213410042049825e-01,6.114087065334028459e-01,2.441916533962298352e-01,9.752815580019343067e-02,5.052807762296461780e-01,2.018050231512475978e-01,1.045463343494342556e+00,4.175495371345137596e-01,1.667658814114988675e-01,8.639369371593130786e-01,3.450493701850511630e-01,1.378099057282760054e-01,7.139291599457409099e-01,2.851374867776886868e-01,1.138815878764157935e-01,5.899676348544808935e-01,2.356282641479006679e-01,9.410800794021073612e-02,4.875298964791809353e-01,1.947154664779703059e-01,1.008730428762008469e+00,4.028787104244898609e-01,1.609064728150421952e-01,8.335817295213613365e-01,3.329257476996517195e-01,1.329678297352026861e-01,6.888445911599356819e-01,2.751189144854039315e-01,1.098802517708282883e-01,5.692385688956091983e-01,2.273492441801340247e-01,9.080143485280428584e-02,4.704000764130030210e-01,1.878739559799326164e-01,9.732877392547562012e-01,3.887231891518919125e-01,1.552528730097009479e-01,8.042930537990948814e-01,3.212280893673762350e-01,1.282958803525739988e-01
7.916004019672622238e-01,3.586892158515149753e-01,1.625289138919557286e-01,7.364494577342944881e-02,3.336992728307282274e-02,1.512054948486810102e-02,6.851408898344222599e-03,3.104503836933140623e-03,9.792077707980124668e-01,4.436976871037197623e-01,2.010478709546510978e-01,9.109861869969430870e-02,4.127851884024293788e-02,1.870408291547463742e-02,8.475176133691215280e-03,3.840263691178492922e-03,9.578350114846748697e-01,4.340132828770007500e-01,1.966596829883006381e-01,8.911024717190371702e-02,4.037754983826636473e-02,1.829583670435299889e-02,8.290192001573978842e-03,3.756443858433071523e-03,9.365727384223073715e-01,4.243789420744845664e-01,1.922941797127682984e-01,8.713215450948655350e-02,3.948123838592152574e-02,1.788970091765894679e-02,8.106164142951755372e-03,3.673057331417677995e-03,9.157818184781248982e-01,4.149581803453630258e-01,1.880254531823814523e-01,8.519791323312556064e-02,3.860479683162042902e-02,1.749256856013274922e-02,7.926215909529526690e-03,3.591519360264962876e-03,8.954524337483138474e-01,4.057465490104647521e-01,1.838514876158953426e-01,8.330660995395412771e-02,3.774781130147479569e-02,1.710425209763460908e-02,7.750262326017511548e-03,3.511791441053018110e-03
