1.20E-02,2.00E-02
1.20E-02,3.00E-02
1.20E-02,4.00E-02
1.20E-02,5.00E-02
1.20E-02,6.00E-02
1.20E-02,7.00E-02
1.20E-02,8.00E-02
1.20E-02,9.00E-02
1.20E-02,1.00E-01
1.20E-02,1.10E-01
1.20E-02,1.20E-01
1.20E-02,1.30E-01
1.20E-02,1.40E-01
1.20E-02,1.00E-01
1.20E-02,2.00E-01
1.20E-02,3.00E-01
1.20E-02,4.00E-01
1.20E-02,5.00E-01
1.20E-02,6.00E-01
1.20E-02,7.00E-01
1.20E-02,8.00E-01
1.20E-02,9.00E-01
1.20E-02,1.00E+00
1.20E-02,1.10E+00
1.20E-02,1.20E+00
1.20E-02,1.30E+00
1.20E-02,1.40E+00
1.20E-02,1.50E+00
1.20E-02,1.60E+00
1.20E-02,1.70E+00
1.20E-02,1.80E+00
1.20E-02,1.90E+00
1.20E-02,2.00E+00
1.20E-02,2.10E+00
1.20E-02,2.20E+00
1.20E-02,2.30E+00
1.20E-02,2.40E+00
1.20E-02,2.50E+00
1.20E-02,2.60E+00
1.20E-02,2.70E+00
1.20E-02,2.80E+00
1.20E-02,2.90E+00
1.20E-02,3.00E+00
1.20E-02,3.10E+00
1.20E-02,3.20E+00
1.20E-02,3.30E+00
1.20E-02,3.40E+00
1.20E-02,3.50E+00
1.20E-02,3.60E+00
1.20E-02,3.70E+00
1.20E-02,3.80E+00
1.20E-02,3.90E+00
1.20E-02,4.00E+00
1.20E-02,4.10E+00
1.20E-02,4.20E+00
1.20E-02,4.30E+00
1.20E-02,4.40E+00
1.20E-02,4.50E+00
1.20E-02,4.60E+00
1.20E-02,4.70E+00
1.20E-02,4.80E+00
1.20E-02,4.90E+00
1.20E-02,5.00E+00
2.20E-02,1.00E-02
2.20E-02,2.00E-02
2.20E-02,3.00E-02
2.20E-02,4.00E-02
2.20E-02,5.00E-02
2.20E-02,6.00E-02
2.20E-02,7.00E-02
2.20E-02,8.00E-02
2.20E-02,9.00E-02
2.20E-02,1.00E-01
2.20E-02,1.10E-01
2.20E-02,1.20E-01
2.20E-02,1.30E-01
2.20E-02,1.40E-01
2.20E-02,1.00E-01
2.20E-02,2.00E-01
2.20E-02,3.00E-01
2.20E-02,4.00E-01
2.20E-02,5.00E-01
2.20E-02,6.00E-01
2.20E-02,7.00E-01
2.20E-02,8.00E-01
2.20E-02,9.00E-01
2.20E-02,1.00E+00
2.20E-02,1.10E+00
2.20E-02,1.20E+00
2.20E-02,1.30E+00
2.20E-02,1.40E+00
2.20E-02,1.50E+00
2.20E-02,1.60E+00
2.20E-02,1.70E+00
2.20E-02,1.80E+00
2.20E-02,1.90E+00
2.20E-02,2.00E+00
2.20E-02,2.10E+00
2.20E-02,2.20E+00
2.20E-02,2.30E+00
2.20E-02,2.40E+00
2.20E-02,2.50E+00
2.20E-02,2.60E+00
2.20E-02,2.70E+00
2.20E-02,2.80E+00
2.20E-02,2.90E+00
